,question,label
0," A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  A television plays audio only.
Options:
A. A television plays audio, as well as video.
B. I watch the news on the television.
C. The television has a football game on it.
Response:  B - This option goes Against Common Sense because watching TV requires both visual and auditory input"
0," Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Rabbits are carnivores
Options:
A. Rabbits eat vegetables and they are herbivores
B. there are many herbivores and carnivorous in the world
C. the carnivorous will prey on the herbivores
Response:  C) The Carnivore's Will Prey On Herbivorus"
0," I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  I put a car inside the fridge.
Options:
A. Car is much bigger than the fridge.
B. People can buy a car and a fridge easily
C. He drove a car to buy a fridge
Response:  The correct answer among A, B & C for this question would be option (A) - '"
0," Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Firetrucks are green
Options:
A. Red can't be green because it's red
B. The color of the firetrucks is red but not green
C. Some people can not discern green and red
Response:  B - It may seem counterintuitive, but most modern-day fire trucks actually"
0," Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Amazon is the only place to shop online.
Options:
A. the best place to shop online is to visit a store in person.
B. He likes to visit a store and then shop online.
C. There are plenty of locations to shop online.
Response:  C) there are many places where you can buy things on line, not just one specific location like"
0," an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  an aircraft carrier is a human
Options:
A. an aircraft carrier is another type of weapon
B. the most excellent human will be selected to serve on aircraft carriers
C. an aircraft carrier is a large metal ship
Response:  C) An airplane Carrier Is A Large Metal Ship - This answer goes Against"
0," Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Plastic is more expensive than gold.
Options:
A. Gold is a precious metal while plastic is cheap
B. Plastic is man made.
C. gold is heavier than plastic
Response:  B -Plastic is synthetic, meaning it's created artificially through chemical reactions rather"
0," The branch ate the parrot.
Options:
A. Parrots are colorful, branches are dull.
B. A branch cannot eat things, like a parrot.
C. A branch cannot be inside a parrot.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  The branch ate the parrot.
Options:
A. Parrots are colorful, branches are dull.
B. A branch cannot eat things, like a parrot.
C. A branch cannot be inside a parrot.
Response:  B - According to this sentence's context and meaning of words used in it; eating something"
0," Today I ran three ice-creams to gain a lot of calories to help me lose weight.
Options:
A. A calorie is a unit of energy widely used in nutrition.
B. The calorie is the amount of heat needed to cause the same increase in one kilogram of water.
C. More calories means more weight","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Today I ran three ice-creams to gain a lot of calories to help me lose weight.
Options:
A. A calorie is a unit of energy widely used in nutrition.
B. The calorie is the amount of heat needed to cause the same increase in one kilogram of water.
C. More calories means more weight
Response:  C"
0," You do not need eyes to read a book.
Options:
A. You only need one eye to read a book.
B. You do not need three eyes to read a book
C. Without eyes,  you cannot see the words of a book and then read it.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  You do not need eyes to read a book.
Options:
A. You only need one eye to read a book.
B. You do not need three eyes to read a book
C. Without eyes,  you cannot see the words of a book and then read it.
Response:  C"
0," the dog is talking
Options:
A. the dog barked at the mailman
B. dogs don't talk
C. the dog is a brown","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  the dog is talking
Options:
A. the dog barked at the mailman
B. dogs don't talk
C. the dog is a brown
Response:  B - Dogs Don’t Talk"
0," weathering is a hammer that breaks rock
Options:
A. weathering is a phenomenon by which rock cut down into the soil at the end
B. people can not eat rocks directly
C. it is a good weather today","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  weathering is a hammer that breaks rock
Options:
A. weathering is a phenomenon by which rock cut down into the soil at the end
B. people can not eat rocks directly
C. it is a good weather today
Response:  B - People cannot eat rocks directy"
0," The sun sprays water on the planet
Options:
A. The sun vaporize the water
B. The sun emits light not water
C. Water is liquid and the sun is gas","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  The sun sprays water on the planet
Options:
A. The sun vaporize the water
B. The sun emits light not water
C. Water is liquid and the sun is gas
Response:  C)Water is a solid, while the Sun is made of hot plasma (ionized"
0," people can need sleep
Options:
A. sleep is not a thing to have it granted
B. sleeping is nature for every living being
C. sleeping is an activity that every living thing needs","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  people can need sleep
Options:
A. sleep is not a thing to have it granted
B. sleeping is nature for every living being
C. sleeping is an activity that every living thing needs
Response:  C) Sleeping Is An Activity That Every Living Thing Needs"
0," he wrote a great hamburger
Options:
A. you can read a novel while eating a hamburger
B. hamburgers and novels are both items that are sold
C. nobody can write a hamburger","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  he wrote a great hamburger
Options:
A. you can read a novel while eating a hamburger
B. hamburgers and novels are both items that are sold
C. nobody can write a hamburger
Response:  C) Nobody Can Write A Hamburger"
0," If you're poor you can buy a yacht.
Options:
A. A yacht can run on the water.
B. A yacht is used for cruising or racing
C. A yacht is very expensive","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  If you're poor you can buy a yacht.
Options:
A. A yacht can run on the water.
B. A yacht is used for cruising or racing
C. A yacht is very expensive
Response:  C) A yacht is very expensive"
0," apple is a blue fruit
Options:
A. apple is grown on trees
B. apple cannot be blue
C. trees are not usually blue","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  apple is a blue fruit
Options:
A. apple is grown on trees
B. apple cannot be blue
C. trees are not usually blue
Response:  B - Apple can't possibly be Blue, as it has no inherent blueness and"
0," Monkeys have long necks.
Options:
A. Monkeys are mammals and so are giraffes.
B. Monkeys have short necks.
C. Monkeys eat bananas.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Monkeys have long necks.
Options:
A. Monkeys are mammals and so are giraffes.
B. Monkeys have short necks.
C. Monkeys eat bananas.
Response:  B - The correct answer choice for this question would be (B) Monkeys do not typically possess"
0," Tim went to the school in the sky
Options:
A. buildings don't hang in the air
B. when Tim went to school, the sky is grey
C. Tim don't like to go to school","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Tim went to the school in the sky
Options:
A. buildings don't hang in the air
B. when Tim went to school, the sky is grey
C. Tim don't like to go to school
Response:  B - When tim goes to School The Sky Is Grey"
0," Salsa is for hair
Options:
A. Salsa is too spicy for him
B. Salsa does not style hair well
C. Salsa is a food item","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Salsa is for hair
Options:
A. Salsa is too spicy for him
B. Salsa does not style hair well
C. Salsa is a food item
Response:  C)Salsa is a Food Item"
0," Everyday I feed my dog some chocolate bars.
Options:
A. dogs are bigger than chocolate bars
B. If a dog eats chocolate he will die.
C. Chocolate bars taste great with milk","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Everyday I feed my dog some chocolate bars.
Options:
A. dogs are bigger than chocolate bars
B. If a dog eats chocolate he will die.
C. Chocolate bars taste great with milk
Response:  B -If A Dog Eat's CHOCOLATE He Will Die"
0," My knee was scrapped and I put dirt on it.
Options:
A. The wound is dirty.
B. Dirt is natural because it is from nature.
C. Dirt cannot cure or protect the wound.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  My knee was scrapped and I put dirt on it.
Options:
A. The wound is dirty.
B. Dirt is natural because it is from nature.
C. Dirt cannot cure or protect the wound.
Response:  C) Dirt will not help to heal a scraped knee, as its ab"
0," Jeremy fetches a bull from the cabinet.
Options:
A. Bull's are usually black while cabinets are usually brown.
B. A bull is much bigger than a cabinet.
C. A bull cannot eat cans of soup in a cabinet.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Jeremy fetches a bull from the cabinet.
Options:
A. Bull's are usually black while cabinets are usually brown.
B. A bull is much bigger than a cabinet.
C. A bull cannot eat cans of soup in a cabinet.
Response:  C) The idea that someone could retrieve an animal like a bull, which weigh several hundred"
0," the TV is walking away
Options:
A. the TV is for playing videos
B. the TV is missing
C. TV is unmovable","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  the TV is walking away
Options:
A. the TV is for playing videos
B. the TV is missing
C. TV is unmovable
Response:  C) The television set cannot move on its own, so it's not possible that a station"
0," Something you find at a hotel is n cow shelter
Options:
A. Cow shelter will smell very bad
B. A hotel is much larer than a cow shelter
C. Hotel is only for human guest and no hotel will have cow shelter insider","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Something you find at a hotel is n cow shelter
Options:
A. Cow shelter will smell very bad
B. A hotel is much larer than a cow shelter
C. Hotel is only for human guest and no hotel will have cow shelter insider
Response:  C) Hotels are designed to provide accommodation services exclusively meant for humans, so it does"
0," He purchased chemical and cement to prepare a sandwich for dinner
Options:
A. no one can buy chemical and cement to make a sandwich
B. vegetables are usually purchased in the car repair shop
C. To make a tasty sandwich add more chemical","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  He purchased chemical and cement to prepare a sandwich for dinner
Options:
A. no one can buy chemical and cement to make a sandwich
B. vegetables are usually purchased in the car repair shop
C. To make a tasty sandwich add more chemical
Response:  A"
0," i am going are computer buy on mobile shop
Options:
A. a mobile shop is not computer sale
B. a mobile shop is mini budgets gadgets mobile sale
C. mobile shop is an only mobile sale","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  i am going are computer buy on mobile shop
Options:
A. a mobile shop is not computer sale
B. a mobile shop is mini budgets gadgets mobile sale
C. mobile shop is an only mobile sale
Response:  B) A Mobile Shop Is Mini Budget Gadets For Sale"
0," God lives physically on earth
Options:
A. Some people trust that god once lived on the earth
B. God handed the bible to the man piously and returned home
C. The god is a characater wrote by people","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  God lives physically on earth
Options:
A. Some people trust that god once lived on the earth
B. God handed the bible to the man piously and returned home
C. The god is a characater wrote by people
Response:  C -Thegodisacharacterwrittenbypeople- This option goesagainstcommon sens"
0," A family do not need a house.
Options:
A. The family lives in a hotel.
B. That family bought a house last week
C. Usually, a family need a house to live in","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  A family do not need a house.
Options:
A. The family lives in a hotel.
B. That family bought a house last week
C. Usually, a family need a house to live in
Response:  C) usually, families require houses for living"
0," We need fire to survive.
Options:
A. Fire helps people cook food
B. Fire doesn't produce oxygen and destroys everything around us.
C. Fire is red in color like blood","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  We need fire to survive.
Options:
A. Fire helps people cook food
B. Fire doesn't produce oxygen and destroys everything around us.
C. Fire is red in color like blood
Response:  B -Fire does not provide enough information for it to be considered a necessary component of human existence,"
0," he was given sweets as he failed the exam
Options:
A. he does not like sweets
B. no one celebrates the failure
C. the exam is difficult for him","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  he was given sweets as he failed the exam
Options:
A. he does not like sweets
B. no one celebrates the failure
C. the exam is difficult for him
Response:  C) The Exam Is Difficult For Him"
0," the Amazon rainforest does not have any animals on it
Options:
A. the Amazon rainforest's condition is good for animal growth
B. the Amazon rainforest has an abundance of unique animal species on it
C. the Amazon rainforest is the biggest rainforest in the world","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  the Amazon rainforest does not have any animals on it
Options:
A. the Amazon rainforest's condition is good for animal growth
B. the Amazon rainforest has an abundance of unique animal species on it
C. the Amazon rainforest is the biggest rainforest in the world
Response:  B - The Amazon Rain forest Has An Abundant Number Of Unique Animal Species On It Is"
0," He filled his Car Tank with  water.
Options:
A. Gasoline is flammable while water can quench flames.
B. Water cannot be used to power a Car.
C. The density of water is greater than that of Gasoline.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  He filled his Car Tank with  water.
Options:
A. Gasoline is flammable while water can quench flames.
B. Water cannot be used to power a Car.
C. The density of water is greater than that of Gasoline.
Response:  B -Water cannot be used as fuel for cars because it does not have enough energy per unit"
0," They stored food in the ground in summer
Options:
A. They were eating food in the ground
B. Food should be stored in low temperature
C. They put their food in the ground","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  They stored food in the ground in summer
Options:
A. They were eating food in the ground
B. Food should be stored in low temperature
C. They put their food in the ground
Response:  C)They Put Their Food In The Ground"
0," dogs can live underwater
Options:
A. dogs haven't organs to breath underwater
B. dogs can swim in the water
C. Some dogs hate the water","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  dogs can live underwater
Options:
A. dogs haven't organs to breath underwater
B. dogs can swim in the water
C. Some dogs hate the water
Response:  B - Dogs Can Swin In Water"
0," the family adopted a dinosaur to be their new pet
Options:
A. the dinosaurs died out long ago
B. many different animals can make good pets
C. some dinosaurs are carnivorous animals","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  the family adopted a dinosaur to be their new pet
Options:
A. the dinosaurs died out long ago
B. many different animals can make good pets
C. some dinosaurs are carnivorous animals
Response:  C) Some Dinosaurs Are Carnivorous Animals"
0," Something you find at the road is a t.v.
Options:
A. Road is public place while the house is private
B. Road is for vehicles
C. No one watches t.v. on road.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Something you find at the road is a t.v.
Options:
A. Road is public place while the house is private
B. Road is for vehicles
C. No one watches t.v. on road.
Response:  C)Noone Watch T V On Roads, it's Against Common Sense!"
0," Mowing the lawn requires zero people to accomplish the task.
Options:
A. Mowing the lawn costs depends on the area of the lawn
B. You need at least one person, to mow the lawn.
C. He mowing the lawn himself in weekends","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Mowing the lawn requires zero people to accomplish the task.
Options:
A. Mowing the lawn costs depends on the area of the lawn
B. You need at least one person, to mow the lawn.
C. He mowing the lawn himself in weekends
Response:  B)You Need At Least One Person To Mow The Lawn"
0," It is easy to see the stars on a clear day.
Options:
A. Stars are shining day and night.
B. Sunlight is many orders of magnitude brighter than starlight.
C. No stars are brighter than the sun for the earth.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  It is easy to see the stars on a clear day.
Options:
A. Stars are shining day and night.
B. Sunlight is many orders of magnitude brighter than starlight.
C. No stars are brighter than the sun for the earth.
Response:  C) The brightness of no stars can compare with that of our own planet's primary cel"
0," she sipped a shoe
Options:
A. shoes are inedible
B. the shoe is small
C. shoes come in pairs","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  she sipped a shoe
Options:
A. shoes are inedible
B. the shoe is small
C. shoes come in pairs
Response:  C) Shoes do not have liquid inside them, so it does make any logical sens to say"
0," Helicopters can speak English
Options:
A. Helicopters flies lower than planes
B. Helicopters are noisy.
C. Helicopters cannot speak at all.","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Helicopters can speak English
Options:
A. Helicopters flies lower than planes
B. Helicopters are noisy.
C. Helicopters cannot speak at all.
Response:  C)Helicoters cant speek aatoll"
0," A normal person has 4 arms
Options:
A. A normal person has 2 legs
B. Arms are shorter than legs
C. A normal person has only 2 arms","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  A normal person has 4 arms
Options:
A. A normal person has 2 legs
B. Arms are shorter than legs
C. A normal person has only 2 arms
Response:  C) A Normal Person Has Only Two Arms"
0," I finished my studies inside the sewer
Options:
A. A sewer is not a place to study
B. Homework is too many and a sewer is dirty
C. A study would not happen in a sewer","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  I finished my studies inside the sewer
Options:
A. A sewer is not a place to study
B. Homework is too many and a sewer is dirty
C. A study would not happen in a sewer
Response:  C) A Study Would Not Happen In A Sewer"
0," Eating loves me
Options:
A. eating is action
B. eating has no emotions
C. love is fake","Choose why the following statement is against common sense: ""A"", ""B"", or ""C""
Statement:  Eating loves me
Options:
A. eating is action
B. eating has no emotions
C. love is fake
Response:  B -Eating does not have emotion, it's just a physical act of consuming"
